FileVersion,1
Sprites,64
SpriteSize,256
Colorselector,0,0,0,0
Colorselector,1,0,0,255
Colorselector,2,255,0,0
Colorselector,3,255,0,255
Colorselector,4,0,255,0
Colorselector,5,0,255,255
Colorselector,6,255,255,0
Colorselector,7,255,255,255
Colorselector,8,183,141,0
Colorselector,9,255,217,34
Colorselector,10,142,58,226
Colorselector,11,255,0,255
Colorselector,12,128,0,0
Colorselector,13,255,0,0
Colorselector,14,17,166,136
Colorselector,15,124,250,177
Colorselector,16,255,0,255
spritebank,0
SpriteStart
SpriteBitmapBlock,0,128,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,0,7,5,0,0,0
0,0,1,7,7,1,0,0
0,1,7,1,1,5,1,0
0,0,7,1,7,5,0,0
0,5,7,1,1,7,5,0
7,5,7,7,7,7,5,5
7,1,1,7,5,1,1,7
7,7,0,0,0,0,0,0
1,5,5,0,1,0,0,0
1,7,7,7,7,1,0,0
7,7,1,1,1,7,7,1
5,7,1,7,1,7,5,1
1,7,7,5,5,1,0,0
1,5,5,0,1,0,0,0
7,5,0,0,0,0,0,0
7,1,1,5,7,1,1,7
5,5,7,7,7,7,5,7
0,5,7,1,1,7,5,0
0,0,5,7,1,7,0,0
0,1,5,1,1,7,1,0
0,0,1,7,7,1,0,0
0,0,0,5,7,0,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,5,7
0,0,0,1,0,5,5,1
0,0,1,5,5,7,7,1
1,5,7,1,7,1,7,5
1,7,7,1,1,1,7,7
0,0,1,7,7,7,7,1
0,0,0,1,0,5,5,1
0,0,0,0,0,0,7,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,1,7,5,1,0,0
0,0,1,7,7,1,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,2,0,1
2,1,0,2,0,1,2,0
0,0,1,2,2,1,0,1
0,2,0,1,0,0,2,0
1,2,2,0,0,1,2,2
0,1,0,2,0,0,1,0
2,0,1,2,2,0,0,2
1,1,0,1,0,0,1,1
1,1,1,1,3,0,0,0
1,2,1,3,1,0,1,0
1,1,1,3,1,0,0,0
1,3,3,2,1,1,1,3
3,2,2,2,1,3,3,0
1,1,1,2,3,0,0,0
1,2,1,2,3,0,1,0
1,1,1,3,0,0,0,0
0,0,4,1,1,0,0,0
0,1,4,4,4,1,1,0
1,4,1,4,4,4,4,1
4,4,4,4,1,4,4,1
1,4,4,4,4,4,4,4
1,4,4,1,4,1,4,4
0,1,4,4,4,4,4,1
0,0,1,1,1,1,1,0
0,5,0,0,0,5,0,1
5,1,0,5,0,1,5,0
0,0,1,5,5,1,0,1
0,5,0,1,0,0,5,0
1,5,5,0,0,1,5,5
0,1,0,5,0,0,1,0
5,0,1,5,5,0,0,5
1,1,0,1,0,0,1,1
0,0,0,0,2,0,0,0
0,0,0,2,7,0,6,0
0,0,0,2,7,0,0,0
0,2,2,6,7,6,6,2
2,6,6,7,6,2,2,0
0,0,0,7,2,0,0,0
0,6,0,7,2,0,0,0
0,0,0,2,0,0,0,0
0,0,0,11,0,0,0,0
0,0,2,2,7,7,0,0
0,2,2,7,2,7,7,0
11,11,11,11,11,11,3,3
11,11,3,11,3,11,3,11
0,2,5,2,5,2,5,0
0,0,2,2,2,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,5,5,0,7,0
0,0,5,5,5,5,7,0
0,5,5,5,5,7,5,0
0,5,5,5,7,5,5,0
0,0,5,7,5,5,0,0
0,7,7,5,5,0,0,0
0,0,0,0,0,0,0,0
4,4,4,4,4,4,4,4
4,4,6,4,4,4,6,6
4,6,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,6,4
4,4,4,6,6,6,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
SpriteSpeccyBlock,0,16,1
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
7,0,1
7,0,1
7,0,1
7,0,0
7,0,0
7,0,0
7,0,0
7,0,1
7,0,1
SpriteAttribs,0,0,1,0
SpriteBitmapBlock,1,19,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,15
0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpriteSpeccyBlock,1,3,3
7,0,1,7,0,1,7,0,1
7,0,1,7,0,1,7,0,1
7,0,1,7,0,1,7,0,1
SpriteAttribs,1,0,0,0
spritebank,1
SpriteStart
SpriteBitmapBlock,0,128,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,0,7,5,0,0,0
0,0,1,7,7,1,0,0
0,1,7,1,1,5,1,0
0,0,7,1,7,5,0,0
0,5,7,1,1,7,5,0
7,5,7,7,7,7,5,5
7,1,1,7,5,1,1,7
7,7,0,0,0,0,0,0
1,5,5,0,1,0,0,0
1,7,7,7,7,1,0,0
7,7,1,1,1,7,7,1
5,7,1,7,1,7,5,1
1,7,7,5,5,1,0,0
1,5,5,0,1,0,0,0
7,5,0,0,0,0,0,0
7,1,1,5,7,1,1,7
5,5,7,7,7,7,5,7
0,5,7,1,1,7,5,0
0,0,5,7,1,7,0,0
0,1,5,1,1,7,1,0
0,0,1,7,7,1,0,0
0,0,0,5,7,0,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,5,7
0,0,0,1,0,5,5,1
0,0,1,5,5,7,7,1
1,5,7,1,7,1,7,5
1,7,7,1,1,1,7,7
0,0,1,7,7,7,7,1
0,0,0,1,0,5,5,1
0,0,0,0,0,0,7,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,1,7,5,1,0,0
0,0,1,7,7,1,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
